date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2024-09-01,Monthly,4.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-08-01,Monthly,4.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-08-01,Monthly,4.533333333333332,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-07-01,Monthly,4.5,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-07-01,Monthly,4.6,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-06-01,Monthly,4.5,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-06-01,Monthly,4.633333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-05-01,Monthly,4.8,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-05-01,Monthly,4.766666666666667,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-04-01,Monthly,4.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-04-01,Monthly,4.866666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-03-01,Monthly,4.9,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-03-01,Monthly,5.033333333333332,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-02-01,Monthly,5.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-02-01,Monthly,5.133333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-01-01,Monthly,5.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-01-01,Monthly,5.166666666666667,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-12-01,Monthly,5.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-12-01,Monthly,5.2,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-11-01,Monthly,5.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-11-01,Monthly,5.333333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-10-01,Monthly,5.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-10-01,Monthly,5.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-09-01,Monthly,5.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-09-01,Monthly,5.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-08-01,Monthly,5.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-08-01,Monthly,5.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-07-01,Monthly,5.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-07-01,Monthly,5.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-06-01,Monthly,5.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-06-01,Monthly,5.733333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-05-01,Monthly,5.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-05-01,Monthly,5.8,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-04-01,Monthly,6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-04-01,Monthly,5.933333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-03-01,Monthly,5.8,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-03-01,Monthly,6.033333333333332,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-02-01,Monthly,6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-02-01,Monthly,6.3,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-01-01,Monthly,6.3,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-01-01,Monthly,6.433333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-12-01,Monthly,6.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-12-01,Monthly,6.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-11-01,Monthly,6.4,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-11-01,Monthly,6.466666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-10-01,Monthly,6.4,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-10-01,Monthly,6.3999999999999995,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-09-01,Monthly,6.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-09-01,Monthly,6.633333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-08-01,Monthly,6.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-08-01,Monthly,6.733333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-07-01,Monthly,7.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-07-01,Monthly,7,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-06-01,Monthly,6.9,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-06-01,Monthly,7.066666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-05-01,Monthly,7,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-05-01,Monthly,7.233333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-04-01,Monthly,7.3,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-04-01,Monthly,7.3,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-03-01,Monthly,7.4,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-03-01,Monthly,7.2,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-02-01,Monthly,7.2,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-02-01,Monthly,7.099999999999999,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-01-01,Monthly,7,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-01-01,Monthly,7,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-12-01,Monthly,7.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-12-01,Monthly,7.033333333333332,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-11-01,Monthly,6.9,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-11-01,Monthly,6.966666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-10-01,Monthly,7.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-10-01,Monthly,6.966666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-09-01,Monthly,6.9,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-09-01,Monthly,6.933333333333334,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-08-01,Monthly,6.9,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-08-01,Monthly,6.833333333333333,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-07-01,Monthly,7,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-07-01,Monthly,6.666666666666667,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-06-01,Monthly,6.6,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-06-01,Monthly,6.366666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-05-01,Monthly,6.4,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-05-01,Monthly,6,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-04-01,Monthly,6.1,Job Openings,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-04-01,Monthly,5.566666666666666,Job Openings,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
