date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2025-03-01,Monthly,1.7366666666666666,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Hawaii,Seasonally Adjusted,Map
2025-03-01,Monthly,1.7233333333333334,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Maine,Seasonally Adjusted,Map
2025-03-01,Monthly,1.7033333333333331,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Alaska,Seasonally Adjusted,Map
2025-03-01,Monthly,1.6999999999999993,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Vermont,Seasonally Adjusted,Map
2025-03-01,Monthly,1.623333333333333,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,New Hampshire,Seasonally Adjusted,Map
2025-03-01,Monthly,1.586666666666667,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Connecticut,Seasonally Adjusted,Map
2025-03-01,Monthly,1.5799999999999994,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Montana,Seasonally Adjusted,Map
2025-03-01,Monthly,1.5599999999999998,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Massachusetts,Seasonally Adjusted,Map
2025-03-01,Monthly,1.5533333333333335,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Colorado,Seasonally Adjusted,Map
2025-03-01,Monthly,1.4833333333333332,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Nevada,Seasonally Adjusted,Map
2025-03-01,Monthly,1.4799999999999993,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Washington,Seasonally Adjusted,Map
2025-03-01,Monthly,1.3333333333333328,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,Rhode Island,Seasonally Adjusted,Map
2025-03-01,Monthly,1.17,Labor Leverage,Ratio,Current,Total nonfarm,All size classes,State,New Jersey,Seasonally Adjusted,Map
