date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-03-01,Monthly,2.19,Labor Leverage,Ratio,Current,Trail 3,State,Arkansas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.1699999999999995,Labor Leverage,Ratio,Current,Trail 3,State,West Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.146666666666666,Labor Leverage,Ratio,Current,Trail 3,State,South Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.1166666666666667,Labor Leverage,Ratio,Current,Trail 3,State,Louisiana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.09,Labor Leverage,Ratio,Current,Trail 3,State,Illinois,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.0766666666666658,Labor Leverage,Ratio,Current,Trail 3,State,Texas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.07,Labor Leverage,Ratio,Current,Trail 3,State,Ohio,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.033333333333333,Labor Leverage,Ratio,Current,Trail 3,State,Indiana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.0066666666666664,Labor Leverage,Ratio,Current,Trail 3,State,Iowa,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.993333333333333,Labor Leverage,Ratio,Current,Trail 3,State,Oregon,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.9733333333333334,Labor Leverage,Ratio,Current,Trail 3,State,New York,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.9666666666666668,Labor Leverage,Ratio,Current,Trail 3,State,District of Columbia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.96,Labor Leverage,Ratio,Current,Trail 3,State,Maryland,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.9499999999999993,Labor Leverage,Ratio,Current,Trail 3,State,Wyoming,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.946666666666666,Labor Leverage,Ratio,Current,Trail 3,State,Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.9433333333333334,Labor Leverage,Ratio,Current,Trail 3,State,Delaware,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.9199999999999997,Labor Leverage,Ratio,Current,Trail 3,State,Michigan,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.8933333333333333,Labor Leverage,Ratio,Current,Trail 3,State,Nebraska,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.88,Labor Leverage,Ratio,Current,Trail 3,State,California,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.8599999999999997,Labor Leverage,Ratio,Current,Trail 3,State,Arizona,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.8533333333333333,Labor Leverage,Ratio,Current,Trail 3,State,Idaho,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.84,Labor Leverage,Ratio,Current,Trail 3,State,Georgia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.7999999999999998,Labor Leverage,Ratio,Current,Trail 3,State,Kentucky,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.7999999999999998,Labor Leverage,Ratio,Current,Trail 3,State,North Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.79,Labor Leverage,Ratio,Current,Trail 3,State,New Mexico,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.766666666666666,Labor Leverage,Ratio,Current,Trail 3,State,Utah,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.7366666666666666,Labor Leverage,Ratio,Current,Trail 3,State,Hawaii,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.7233333333333334,Labor Leverage,Ratio,Current,Trail 3,State,Maine,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.7033333333333331,Labor Leverage,Ratio,Current,Trail 3,State,Alaska,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.6999999999999993,Labor Leverage,Ratio,Current,Trail 3,State,Vermont,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.623333333333333,Labor Leverage,Ratio,Current,Trail 3,State,New Hampshire,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.586666666666667,Labor Leverage,Ratio,Current,Trail 3,State,Connecticut,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.5799999999999994,Labor Leverage,Ratio,Current,Trail 3,State,Montana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.5599999999999998,Labor Leverage,Ratio,Current,Trail 3,State,Massachusetts,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.5533333333333335,Labor Leverage,Ratio,Current,Trail 3,State,Colorado,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.4833333333333332,Labor Leverage,Ratio,Current,Trail 3,State,Nevada,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.4799999999999993,Labor Leverage,Ratio,Current,Trail 3,State,Washington,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.3333333333333328,Labor Leverage,Ratio,Current,Trail 3,State,Rhode Island,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,1.17,Labor Leverage,Ratio,Current,Trail 3,State,New Jersey,Total nonfarm,All size classes,Seasonally adjusted,Map
