date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-04-01,Monthly,1.9666666666666668,Labor leverage,Ratio,Current,Trail 3,State,District of Columbia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.9533333333333331,Labor leverage,Ratio,Current,Trail 3,State,Alaska,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.9533333333333325,Labor leverage,Ratio,Current,Trail 3,State,Pennsylvania,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.9433333333333327,Labor leverage,Ratio,Current,Trail 3,State,North Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.913333333333333,Labor leverage,Ratio,Current,Trail 3,State,Arizona,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.913333333333333,Labor leverage,Ratio,Current,Trail 3,State,California,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.9133333333333322,Labor leverage,Ratio,Current,Trail 3,State,Utah,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.8699999999999992,Labor leverage,Ratio,Current,Trail 3,State,Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.8666666666666656,Labor leverage,Ratio,Current,Trail 3,State,Wyoming,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.863333333333333,Labor leverage,Ratio,Current,Trail 3,State,North Carolina,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.8266666666666664,Labor leverage,Ratio,Current,Trail 3,State,Colorado,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.8266666666666662,Labor leverage,Ratio,Current,Trail 3,State,Kentucky,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.793333333333333,Labor leverage,Ratio,Current,Trail 3,State,Hawaii,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.7799999999999996,Labor leverage,Ratio,Current,Trail 3,State,Maryland,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.7733333333333328,Labor leverage,Ratio,Current,Trail 3,State,New Mexico,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.7599999999999998,Labor leverage,Ratio,Current,Trail 3,State,Georgia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.726666666666666,Labor leverage,Ratio,Current,Trail 3,State,Montana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.6566666666666656,Labor leverage,Ratio,Current,Trail 3,State,Rhode Island,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.6333333333333322,Labor leverage,Ratio,Current,Trail 3,State,Vermont,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.6099999999999992,Labor leverage,Ratio,Current,Trail 3,State,Washington,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.5966666666666665,Labor leverage,Ratio,Current,Trail 3,State,Maine,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.5566666666666664,Labor leverage,Ratio,Current,Trail 3,State,New Hampshire,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.5299999999999994,Labor leverage,Ratio,Current,Trail 3,State,Nevada,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.4100000000000001,Labor leverage,Ratio,Current,Trail 3,State,Connecticut,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.3966666666666665,Labor leverage,Ratio,Current,Trail 3,State,Massachusetts,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-04-01,Monthly,1.0466666666666662,Labor leverage,Ratio,Current,Trail 3,State,New Jersey,Total nonfarm,All size classes,Seasonally adjusted,Map
