date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-05-01,Monthly,-0.07594936708860767,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Rhode Island,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.07627118644067798,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Hawaii,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.07843137254901966,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,New Hampshire,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.07843137254901966,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Wyoming,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.0808823529411764,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Indiana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.08536585365853644,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Louisiana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.0862068965517242,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Washington,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.09022556390977454,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Texas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.09326424870466332,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,West Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.09629629629629632,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Utah,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.10588235294117654,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Montana,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.11486486486486502,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Pennsylvania,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.11688311688311681,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Maryland,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.12328767123287676,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Oregon,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.12738853503184722,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Massachusetts,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.13450292397660812,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Kentucky,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.1348314606741574,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Alaska,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.14482758620689662,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Florida,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.14689265536723162,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,South Carolina,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.1588235294117648,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.16149068322981375,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Illinois,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.17297297297297287,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,New Mexico,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-05-01,Monthly,-0.2542372881355932,Job openings,Rate,Year-over-year,Trail 3;Percent change,State,Colorado,Total nonfarm,All size classes,Seasonally adjusted,Map
