date,value,value_trail_three,dataelement_text,ratelevel_text,industry_text,state_text,sizeclass_text,val_type_text
2022-10-01,0.6,0.5666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2022-11-01,0.6,0.5666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2022-12-01,0.5,0.5666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-01-01,0.6,0.5666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-02-01,0.6,0.5666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-03-01,0.6,0.6000000000000001,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-04-01,0.6,0.6000000000000001,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-05-01,0.7,0.6333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-06-01,0.6,0.6333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-07-01,0.7,0.6666666666666669,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-08-01,0.7,0.6666666666666669,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-09-01,0.7,0.7000000000000002,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-10-01,0.8,0.7333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-11-01,0.7,0.7333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2023-12-01,0.7,0.7333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-01-01,0.7,0.7000000000000002,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-02-01,0.8,0.7333333333333334,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-03-01,0.8,0.7666666666666669,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-04-01,0.9,0.8333333333333335,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-05-01,0.8,0.8333333333333335,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-06-01,0.9,0.8666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-07-01,0.9,0.8666666666666668,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-08-01,0.9,0.9000000000000002,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-09-01,1,0.9333333333333336,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-10-01,0.9,0.9333333333333336,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-11-01,0.9,0.9333333333333336,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2024-12-01,0.9,0.9000000000000002,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
2025-01-01,0.9,0.9000000000000002,Unemployed Persons Per Job Opening,Rate,Total nonfarm,Total US,All size classes,ts_line
