date,date_period_text,value,data_element_text,metric_text,date_measure_text,industry_text,sizeclass_text,geo_entity_type_text,geo_entity_text,seas_adj_text,viz_type_text
2024-07-01,Monthly,0.8666666666666667,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-06-01,Monthly,0.9,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-06-01,Monthly,0.8666666666666667,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-05-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-05-01,Monthly,0.8333333333333334,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-04-01,Monthly,0.9,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-04-01,Monthly,0.8333333333333334,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-03-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-03-01,Monthly,0.7666666666666666,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-02-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-02-01,Monthly,0.7333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-01-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2024-01-01,Monthly,0.6999999999999998,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-12-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-12-01,Monthly,0.7333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-11-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-11-01,Monthly,0.7333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-10-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-10-01,Monthly,0.7333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-09-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-09-01,Monthly,0.6999999999999998,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-08-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-08-01,Monthly,0.6666666666666666,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-07-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-07-01,Monthly,0.6666666666666666,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-06-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-06-01,Monthly,0.6333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-05-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-05-01,Monthly,0.6333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-04-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-04-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-03-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-03-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-02-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-02-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-01-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2023-01-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-12-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-12-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-11-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-11-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-10-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-10-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-09-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-09-01,Monthly,0.5333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-08-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-08-01,Monthly,0.5333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-07-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-07-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-06-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-06-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-05-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-05-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-04-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-04-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-03-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-03-01,Monthly,0.5333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-02-01,Monthly,0.5,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-02-01,Monthly,0.5666666666666665,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-01-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2022-01-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-12-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-12-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-11-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-11-01,Monthly,0.6333333333333333,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-10-01,Monthly,0.6,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-10-01,Monthly,0.6999999999999998,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-09-01,Monthly,0.7,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-09-01,Monthly,0.7666666666666666,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-08-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-08-01,Monthly,0.8333333333333334,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-07-01,Monthly,0.8,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-07-01,Monthly,0.8666666666666667,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-06-01,Monthly,0.9,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-06-01,Monthly,0.9333333333333332,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-05-01,Monthly,0.9,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-05-01,Monthly,1.0333333333333332,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-04-01,Monthly,1,Unemployed Persons Per Job Opening,Rate,Current,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
2021-04-01,Monthly,1.1666666666666667,Unemployed Persons Per Job Opening,Rate,Current trail 3,Total nonfarm,All size classes,Nation,US,Seasonally Adjusted,Time series line
