date,dataelement_text,ratelevel_text,state_text,Layoffs Rate,Quits Rate,state_abb,fips_code,region_text,val_type_text
2025-01-01,Labor Leverage,Ratio,North Carolina,1.0666666666666667,2.066666666666667,NC,37,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Ohio,1.0666666666666667,2.1,OH,39,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Oklahoma,1.0666666666666667,2.466666666666667,OK,40,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Colorado,1.0333333333333334,2.3333333333333335,CO,08,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Connecticut,1.0333333333333334,1.7333333333333334,CT,09,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,Mississippi,1.0333333333333334,2.3333333333333335,MS,28,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Wisconsin,1.0333333333333334,1.8666666666666665,WI,55,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Minnesota,1,1.9333333333333333,MN,27,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Virginia,0.9666666666666668,2.033333333333333,VA,51,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Alabama,0.9666666666666667,2.233333333333333,AL,01,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Washington,0.9666666666666667,1.7333333333333334,WA,53,West,cur_scatter
2025-01-01,Labor Leverage,Ratio,Massachusetts,0.9333333333333332,1.4000000000000001,MA,25,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,Missouri,0.9333333333333332,2,MO,29,Midwest,cur_scatter
2025-01-01,Labor Leverage,Ratio,Florida,0.9,2.233333333333333,FL,12,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,New York,0.9,1.4666666666666668,NY,36,Northeast,cur_scatter
2025-01-01,Labor Leverage,Ratio,Texas,0.9,2.1666666666666665,TX,48,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,District of Columbia,0.7666666666666666,1.7333333333333334,DC,11,South,cur_scatter
2025-01-01,Labor Leverage,Ratio,Pennsylvania,0.7666666666666666,1.5999999999999999,PA,42,Northeast,cur_scatter
