date,date_period_text,value,data_element_text,data_measure_text,date_measure_text,data_transform_text,geo_entity_type_text,geo_entity_text,industry_text,sizeclass_text,seas_adj_text,viz_type_text
2025-03-01,Monthly,3.6999999999999997,Hires,Rate,Current,Trail 3,State,Texas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6666666666666665,Hires,Rate,Current,Trail 3,State,Kentucky,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6666666666666665,Hires,Rate,Current,Trail 3,State,Nevada,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6666666666666665,Hires,Rate,Current,Trail 3,State,New Mexico,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6666666666666665,Hires,Rate,Current,Trail 3,State,North Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6333333333333333,Hires,Rate,Current,Trail 3,State,Rhode Island,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.6,Hires,Rate,Current,Trail 3,State,Utah,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.5666666666666664,Hires,Rate,Current,Trail 3,State,Arizona,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.5666666666666664,Hires,Rate,Current,Trail 3,State,Oklahoma,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.533333333333333,Hires,Rate,Current,Trail 3,State,South Dakota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.5,Hires,Rate,Current,Trail 3,State,Kansas,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.466666666666667,Hires,Rate,Current,Trail 3,State,Iowa,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.466666666666667,Hires,Rate,Current,Trail 3,State,Mississippi,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.466666666666667,Hires,Rate,Current,Trail 3,State,Ohio,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.4333333333333336,Hires,Rate,Current,Trail 3,State,Georgia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.4333333333333336,Hires,Rate,Current,Trail 3,State,Virginia,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.4,Hires,Rate,Current,Trail 3,State,Delaware,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.4,Hires,Rate,Current,Trail 3,State,Minnesota,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.4,Hires,Rate,Current,Trail 3,State,New Hampshire,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.3333333333333335,Hires,Rate,Current,Trail 3,State,Nebraska,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.3333333333333335,Hires,Rate,Current,Trail 3,State,Wisconsin,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.233333333333333,Hires,Rate,Current,Trail 3,State,New Jersey,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.233333333333333,Hires,Rate,Current,Trail 3,State,Oregon,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.1666666666666665,Hires,Rate,Current,Trail 3,State,Connecticut,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.1333333333333333,Hires,Rate,Current,Trail 3,State,Missouri,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.1,Hires,Rate,Current,Trail 3,State,Massachusetts,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.0666666666666664,Hires,Rate,Current,Trail 3,State,Illinois,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.0666666666666664,Hires,Rate,Current,Trail 3,State,North Carolina,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3.033333333333333,Hires,Rate,Current,Trail 3,State,Maryland,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,3,Hires,Rate,Current,Trail 3,State,Hawaii,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.9333333333333336,Hires,Rate,Current,Trail 3,State,California,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.8666666666666667,Hires,Rate,Current,Trail 3,State,New York,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.8666666666666667,Hires,Rate,Current,Trail 3,State,Washington,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.6333333333333333,Hires,Rate,Current,Trail 3,State,Pennsylvania,Total nonfarm,All size classes,Seasonally adjusted,Map
2025-03-01,Monthly,2.3333333333333335,Hires,Rate,Current,Trail 3,State,District of Columbia,Total nonfarm,All size classes,Seasonally adjusted,Map
